Date,Amount,Category,Description
11/12/2023,3394.91,Food,Food expense
9/4/2023,4487.28,Entertainment,Entertainment expense
5/19/2025,3918.36,Shopping,Shopping expense
2/25/2024,4111.25,Entertainment,Entertainment expense
4/28/2023,4633.74,Transport,Transport expense
3/5/2024,201.25,Transport,Transport expense
1/21/2023,1565.31,Transport,Transport expense
2/14/2025,4141.96,Shopping,Shopping expense
6/24/2024,1806.75,Food,Food expense
11/22/2025,167.87,Entertainment,Entertainment expense
11/26/2025,1377.11,Education,Education expense
4/22/2025,1122.08,Entertainment,Entertainment expense
3/26/2024,452.43,Transport,Transport expense
1/15/2024,1326.02,Food,Food expense
2/28/2025,2175.43,Utilities,Utilities expense
8/21/2023,2421.04,Shopping,Shopping expense
7/15/2023,1122.1,Shopping,Shopping expense
2/6/2024,707.22,Shopping,Shopping expense
8/4/2023,2319.25,Entertainment,Entertainment expense
2/6/2025,4067.24,Utilities,Utilities expense
7/27/2024,1635.33,Entertainment,Entertainment expense
4/25/2023,4984.25,Transport,Transport expense
3/17/2024,723.72,Health,Health expense
1/28/2025,4770.8,Food,Food expense
12/4/2025,4934.99,Health,Health expense
1/10/2025,2139.13,Education,Education expense
4/17/2023,2384.16,Shopping,Shopping expense
10/16/2025,4793.12,Food,Food expense
2/24/2025,3717.25,Education,Education expense
6/18/2023,1854.77,Entertainment,Entertainment expense
1/22/2025,284.4,Education,Education expense
1/31/2025,3876.63,Transport,Transport expense
9/15/2023,177.17,Entertainment,Entertainment expense
6/29/2023,2942.93,Transport,Transport expense
9/4/2023,4288.39,Entertainment,Entertainment expense
7/2/2024,1476.46,Entertainment,Entertainment expense
10/10/2023,2050.38,Utilities,Utilities expense
10/9/2024,1408.16,Transport,Transport expense
8/11/2025,2574.48,Food,Food expense
8/3/2024,4811.79,Entertainment,Entertainment expense
4/21/2023,1057.27,Entertainment,Entertainment expense
10/13/2024,3677.33,Transport,Transport expense
7/3/2023,4767.79,Shopping,Shopping expense
2/6/2025,925.19,Food,Food expense
10/26/2025,4731.96,Utilities,Utilities expense
2/24/2025,1962.72,Transport,Transport expense
10/12/2024,2691.2,Transport,Transport expense
5/5/2024,3304.03,Food,Food expense
5/12/2023,4884.13,Health,Health expense
9/18/2025,1761.97,Education,Education expense
3/29/2024,2718.99,Education,Education expense
7/3/2025,4226.83,Food,Food expense
2/10/2024,1400.43,Transport,Transport expense
4/9/2024,2622.39,Transport,Transport expense
1/23/2024,1558.3,Health,Health expense
5/29/2025,4029.94,Health,Health expense
9/14/2025,2132.29,Entertainment,Entertainment expense
10/4/2024,4474.54,Utilities,Utilities expense
6/29/2024,3190.23,Food,Food expense
1/16/2025,3886.47,Health,Health expense
1/26/2024,3555.61,Transport,Transport expense
4/29/2023,2814.27,Entertainment,Entertainment expense
4/28/2024,4289.38,Utilities,Utilities expense
11/16/2023,2550.65,Shopping,Shopping expense
11/23/2024,375.7,Food,Food expense
4/7/2025,3934.41,Education,Education expense
1/8/2025,3911.71,Shopping,Shopping expense
1/28/2025,4399.54,Entertainment,Entertainment expense
5/29/2023,1656.96,Entertainment,Entertainment expense
11/27/2024,3439.03,Food,Food expense
9/20/2023,1609.98,Education,Education expense
11/15/2024,4794.91,Shopping,Shopping expense
1/22/2025,4153.47,Education,Education expense
12/17/2023,3524.34,Food,Food expense
9/23/2024,3289.45,Transport,Transport expense
3/6/2025,2743.57,Food,Food expense
9/8/2025,4921.5,Utilities,Utilities expense
3/10/2023,4484.51,Transport,Transport expense
10/28/2025,3008.45,Transport,Transport expense
11/28/2023,2098.0,Transport,Transport expense
6/5/2023,4875.72,Transport,Transport expense
7/5/2023,165.51,Shopping,Shopping expense
8/22/2025,160.14,Utilities,Utilities expense
11/21/2023,4583.42,Health,Health expense
10/21/2025,589.43,Food,Food expense
5/23/2025,2817.11,Transport,Transport expense
9/30/2024,972.49,Food,Food expense
2/5/2023,3957.73,Entertainment,Entertainment expense
4/1/2025,4304.79,Food,Food expense
2/18/2024,4596.57,Entertainment,Entertainment expense
5/5/2023,4830.71,Entertainment,Entertainment expense
6/1/2025,3719.81,Food,Food expense
2/19/2023,3106.11,Food,Food expense
2/5/2024,968.75,Health,Health expense
10/15/2024,3489.88,Utilities,Utilities expense
11/12/2023,3717.14,Utilities,Utilities expense
8/22/2023,251.74,Shopping,Shopping expense
6/24/2024,958.32,Food,Food expense
10/13/2025,3058.39,Entertainment,Entertainment expense
3/13/2023,1105.82,Shopping,Shopping expense
1/1/2025,2551.29,Food,Food expense
5/1/2025,628.16,Entertainment,Entertainment expense
9/12/2023,3920.87,Food,Food expense
8/28/2024,133.69,Education,Education expense
12/21/2024,4937.85,Entertainment,Entertainment expense
1/5/2025,1096.95,Shopping,Shopping expense
11/24/2024,1483.02,Food,Food expense
5/4/2025,4698.2,Utilities,Utilities expense
9/27/2023,1794.67,Entertainment,Entertainment expense
11/27/2025,2048.17,Utilities,Utilities expense
11/9/2023,2623.02,Entertainment,Entertainment expense
1/6/2024,4446.12,Education,Education expense
7/9/2023,3775.72,Food,Food expense
8/6/2025,2588.57,Food,Food expense
9/17/2023,1605.08,Health,Health expense
10/17/2024,3105.76,Shopping,Shopping expense
9/26/2024,2186.5,Education,Education expense
8/23/2023,3699.09,Food,Food expense
12/7/2024,1823.94,Entertainment,Entertainment expense
6/25/2023,3969.37,Entertainment,Entertainment expense
12/10/2025,343.0,Transport,Transport expense
1/31/2024,1034.59,Food,Food expense
12/31/2025,697.24,Entertainment,Entertainment expense
11/13/2023,1745.33,Food,Food expense
12/15/2025,2364.51,Health,Health expense
10/26/2024,4849.02,Education,Education expense
1/24/2024,2025.13,Transport,Transport expense
4/3/2024,2450.9,Health,Health expense
12/12/2024,3192.88,Food,Food expense
1/25/2024,1788.62,Utilities,Utilities expense
3/26/2025,4188.2,Utilities,Utilities expense
3/10/2025,4776.65,Health,Health expense
11/13/2024,2294.31,Health,Health expense
8/15/2023,2687.02,Utilities,Utilities expense
4/22/2025,3634.92,Education,Education expense
1/1/2024,1509.77,Health,Health expense
4/10/2024,4138.49,Health,Health expense
10/24/2023,4949.5,Entertainment,Entertainment expense
3/31/2025,1781.41,Transport,Transport expense
4/8/2024,251.59,Food,Food expense
3/16/2023,158.85,Food,Food expense
7/23/2023,2243.92,Health,Health expense
3/16/2025,2655.15,Utilities,Utilities expense
5/22/2025,2088.24,Shopping,Shopping expense
2/9/2025,3811.83,Utilities,Utilities expense
11/29/2025,100.72,Shopping,Shopping expense
9/15/2023,1082.28,Entertainment,Entertainment expense
9/13/2025,448.13,Entertainment,Entertainment expense
5/26/2024,4285.95,Health,Health expense
2/21/2024,1782.09,Shopping,Shopping expense
9/24/2024,1134.29,Transport,Transport expense
6/8/2023,461.37,Education,Education expense
8/22/2025,3082.79,Food,Food expense
9/14/2024,814.44,Transport,Transport expense
12/15/2023,4725.69,Utilities,Utilities expense
9/5/2024,2190.52,Transport,Transport expense
11/14/2023,2674.5,Transport,Transport expense
2/11/2025,2812.52,Food,Food expense
1/1/2023,3747.41,Shopping,Shopping expense
1/14/2023,1365.78,Shopping,Shopping expense
4/30/2025,1632.5,Health,Health expense
1/9/2023,2833.47,Utilities,Utilities expense
1/8/2024,3858.26,Education,Education expense
11/14/2023,3005.04,Transport,Transport expense
7/17/2025,3883.32,Utilities,Utilities expense
9/8/2023,4024.87,Utilities,Utilities expense
3/19/2025,3972.34,Education,Education expense
4/10/2025,3534.09,Transport,Transport expense
2/2/2025,1636.11,Health,Health expense
8/23/2023,3227.77,Food,Food expense
8/24/2023,4428.47,Health,Health expense
6/12/2024,2980.15,Utilities,Utilities expense
1/20/2023,1404.52,Shopping,Shopping expense
7/23/2024,4964.1,Food,Food expense
4/13/2025,4420.33,Utilities,Utilities expense
8/27/2023,1031.45,Entertainment,Entertainment expense
3/26/2023,4480.14,Health,Health expense
12/5/2025,2679.08,Entertainment,Entertainment expense
5/27/2025,3915.71,Entertainment,Entertainment expense
7/2/2023,3398.68,Health,Health expense
7/27/2025,4924.76,Shopping,Shopping expense
9/6/2023,542.23,Health,Health expense
6/2/2025,4841.5,Utilities,Utilities expense
3/19/2025,527.45,Health,Health expense
11/17/2025,2305.59,Utilities,Utilities expense
12/26/2024,776.76,Health,Health expense
11/12/2024,1915.72,Food,Food expense
6/6/2023,2222.76,Shopping,Shopping expense
12/17/2025,3331.11,Shopping,Shopping expense
5/11/2025,4598.35,Utilities,Utilities expense
11/10/2025,2523.25,Entertainment,Entertainment expense
3/27/2024,3607.34,Utilities,Utilities expense
1/20/2023,1310.38,Food,Food expense
6/11/2024,1272.48,Transport,Transport expense
2/13/2024,62.72,Entertainment,Entertainment expense
9/12/2025,2375.45,Utilities,Utilities expense
1/15/2024,4173.16,Health,Health expense
8/27/2025,1625.84,Food,Food expense
7/4/2025,1834.39,Entertainment,Entertainment expense
7/30/2024,3158.05,Shopping,Shopping expense
10/19/2023,2504.84,Entertainment,Entertainment expense
12/22/2025,4616.42,Food,Food expense
1/3/2025,283.91,Utilities,Utilities expense
1/6/2025,2584.54,Health,Health expense
3/15/2023,3293.78,Shopping,Shopping expense
3/8/2024,3652.02,Food,Food expense
10/3/2023,4452.52,Education,Education expense
4/10/2023,483.32,Utilities,Utilities expense
4/15/2023,598.61,Education,Education expense
10/16/2024,1387.94,Transport,Transport expense
6/22/2024,2884.53,Education,Education expense
6/16/2023,1224.63,Entertainment,Entertainment expense
6/27/2024,2167.4,Utilities,Utilities expense
11/25/2025,3392.08,Entertainment,Entertainment expense
12/29/2024,1068.42,Utilities,Utilities expense
6/10/2025,3889.13,Food,Food expense
8/12/2025,3379.52,Education,Education expense
2/20/2023,3787.66,Education,Education expense
3/9/2023,247.64,Transport,Transport expense
11/30/2023,238.82,Health,Health expense
9/10/2025,3336.8,Education,Education expense
9/26/2024,1152.98,Shopping,Shopping expense
3/20/2023,1443.86,Education,Education expense
1/5/2023,3974.54,Utilities,Utilities expense
7/3/2023,1549.89,Food,Food expense
2/14/2025,1877.01,Entertainment,Entertainment expense
8/22/2024,4479.45,Shopping,Shopping expense
2/23/2024,2449.34,Education,Education expense
10/1/2023,1841.25,Food,Food expense
11/21/2025,2417.06,Utilities,Utilities expense
10/29/2023,1232.64,Health,Health expense
7/6/2025,4190.49,Utilities,Utilities expense
7/21/2025,812.61,Health,Health expense
11/25/2024,2389.99,Food,Food expense
4/4/2023,4921.31,Utilities,Utilities expense
11/13/2024,1544.01,Food,Food expense
10/29/2025,2672.85,Entertainment,Entertainment expense
12/29/2025,4604.38,Food,Food expense
12/24/2024,3847.37,Utilities,Utilities expense
6/8/2025,1323.72,Education,Education expense
1/29/2024,1120.9,Transport,Transport expense
10/29/2024,3688.65,Shopping,Shopping expense
2/15/2023,4854.4,Health,Health expense
2/21/2024,1910.74,Transport,Transport expense
11/4/2025,1757.86,Shopping,Shopping expense
1/4/2024,233.24,Health,Health expense
11/10/2023,908.71,Health,Health expense
8/4/2025,2069.02,Health,Health expense
4/10/2023,3943.54,Transport,Transport expense
12/14/2025,2794.41,Utilities,Utilities expense
6/30/2025,4235.46,Health,Health expense
5/7/2023,2167.87,Education,Education expense
3/7/2023,1365.74,Entertainment,Entertainment expense
2/22/2025,1416.92,Health,Health expense
5/29/2024,2250.07,Entertainment,Entertainment expense
5/23/2023,869.24,Utilities,Utilities expense
10/1/2025,1591.28,Transport,Transport expense
8/15/2024,3062.71,Entertainment,Entertainment expense
6/29/2024,3109.5,Health,Health expense
12/21/2023,4266.4,Entertainment,Entertainment expense
9/9/2025,3454.35,Entertainment,Entertainment expense
10/12/2025,2591.14,Food,Food expense
1/15/2023,4907.76,Shopping,Shopping expense
8/14/2023,2255.49,Utilities,Utilities expense
11/21/2023,4439.18,Food,Food expense
5/26/2024,4969.15,Entertainment,Entertainment expense
6/16/2023,3836.69,Education,Education expense
12/10/2024,2993.81,Education,Education expense
10/18/2023,1452.9,Shopping,Shopping expense
1/11/2025,451.63,Utilities,Utilities expense
6/18/2024,2568.57,Transport,Transport expense
2/22/2024,2844.42,Shopping,Shopping expense
7/13/2023,1969.16,Entertainment,Entertainment expense
8/21/2024,2658.88,Food,Food expense
8/7/2025,2542.13,Utilities,Utilities expense
10/17/2025,3375.59,Shopping,Shopping expense
1/3/2023,1973.9,Transport,Transport expense
4/19/2025,1469.29,Utilities,Utilities expense
1/4/2025,3997.61,Transport,Transport expense
2/29/2024,1661.84,Education,Education expense
5/6/2025,4327.36,Transport,Transport expense
4/14/2025,770.36,Utilities,Utilities expense
7/28/2023,4367.1,Entertainment,Entertainment expense
7/2/2025,4761.91,Entertainment,Entertainment expense
12/26/2024,3103.47,Shopping,Shopping expense
8/6/2023,2484.55,Transport,Transport expense
1/30/2024,3453.13,Health,Health expense
10/1/2023,4550.84,Utilities,Utilities expense
10/17/2025,1339.63,Utilities,Utilities expense
5/11/2025,1157.58,Education,Education expense
1/29/2025,4858.76,Health,Health expense
4/10/2025,506.47,Transport,Transport expense
7/29/2023,3036.56,Transport,Transport expense
6/18/2024,4967.61,Shopping,Shopping expense
7/25/2025,3391.46,Health,Health expense
7/20/2025,289.55,Health,Health expense
5/20/2023,4022.41,Shopping,Shopping expense
5/19/2025,4177.85,Health,Health expense
6/8/2023,4527.1,Utilities,Utilities expense
8/22/2023,4115.14,Food,Food expense
9/26/2025,2098.29,Education,Education expense
11/18/2023,2747.31,Entertainment,Entertainment expense
7/7/2024,1981.39,Shopping,Shopping expense
12/16/2025,3194.16,Entertainment,Entertainment expense
2/7/2023,2077.67,Utilities,Utilities expense
4/3/2023,3589.3,Shopping,Shopping expense
10/7/2024,4105.17,Entertainment,Entertainment expense
5/6/2024,579.17,Shopping,Shopping expense
9/23/2025,523.56,Food,Food expense
2/1/2025,3135.5,Education,Education expense
4/25/2024,2888.16,Entertainment,Entertainment expense
6/16/2023,3483.02,Utilities,Utilities expense
5/8/2023,1646.15,Food,Food expense
1/6/2024,2968.14,Education,Education expense
7/7/2025,1965.82,Shopping,Shopping expense
12/16/2023,1843.36,Food,Food expense
8/3/2025,1126.32,Transport,Transport expense
5/4/2023,4809.92,Food,Food expense
10/8/2023,2571.7,Food,Food expense
6/24/2023,4037.56,Education,Education expense
7/5/2023,2118.95,Education,Education expense
8/16/2025,4364.84,Transport,Transport expense
4/22/2024,4605.19,Entertainment,Entertainment expense
10/18/2024,105.61,Health,Health expense
2/7/2023,4079.01,Transport,Transport expense
4/16/2024,4050.37,Health,Health expense
11/20/2023,766.49,Entertainment,Entertainment expense
3/18/2023,1885.32,Utilities,Utilities expense
3/5/2023,175.26,Food,Food expense
3/23/2024,2555.14,Entertainment,Entertainment expense
4/16/2023,240.99,Utilities,Utilities expense
12/23/2025,4133.52,Transport,Transport expense
8/16/2023,1354.47,Shopping,Shopping expense
10/7/2025,4757.28,Transport,Transport expense
4/19/2023,4987.1,Food,Food expense
7/28/2023,3817.8,Shopping,Shopping expense
6/30/2025,1539.23,Health,Health expense
11/21/2025,408.22,Shopping,Shopping expense
7/25/2025,1361.58,Utilities,Utilities expense
1/10/2025,3891.49,Health,Health expense
5/22/2025,4938.09,Education,Education expense
2/10/2024,2144.01,Entertainment,Entertainment expense
9/4/2024,210.0,Food,Food expense
6/13/2024,1359.6,Food,Food expense
4/8/2023,2672.64,Shopping,Shopping expense
7/2/2023,4877.73,Health,Health expense
5/19/2023,2368.31,Health,Health expense
8/17/2023,3608.23,Education,Education expense
2/22/2024,4132.51,Transport,Transport expense
10/19/2023,3877.59,Entertainment,Entertainment expense
11/12/2023,3196.43,Utilities,Utilities expense
5/28/2025,970.98,Education,Education expense
10/9/2024,2723.87,Health,Health expense
10/19/2024,2291.79,Utilities,Utilities expense
3/1/2024,2584.82,Food,Food expense
5/5/2023,1320.68,Entertainment,Entertainment expense
12/5/2025,1510.02,Food,Food expense
12/11/2023,4567.87,Entertainment,Entertainment expense
8/24/2023,1893.77,Education,Education expense
1/1/2024,1552.94,Food,Food expense
10/17/2024,879.12,Education,Education expense
10/18/2023,4153.72,Shopping,Shopping expense
5/14/2025,3956.27,Shopping,Shopping expense
1/13/2023,3132.99,Entertainment,Entertainment expense
6/9/2024,1335.87,Education,Education expense
8/7/2024,986.7,Transport,Transport expense
3/22/2023,4348.19,Food,Food expense
7/26/2024,799.73,Shopping,Shopping expense
8/13/2023,3520.91,Shopping,Shopping expense
12/19/2024,501.71,Transport,Transport expense
2/23/2025,897.17,Shopping,Shopping expense
3/10/2023,4266.72,Shopping,Shopping expense
3/4/2023,2330.42,Health,Health expense
7/27/2025,3133.88,Entertainment,Entertainment expense
1/8/2023,3431.15,Food,Food expense
2/28/2023,4639.07,Utilities,Utilities expense
5/15/2024,1878.4,Education,Education expense
4/11/2024,4891.39,Education,Education expense
7/26/2024,4993.57,Education,Education expense
5/17/2023,706.36,Health,Health expense
9/23/2025,4979.14,Shopping,Shopping expense
5/12/2024,4247.1,Entertainment,Entertainment expense
11/12/2025,3562.99,Entertainment,Entertainment expense
6/24/2025,3591.3,Food,Food expense
6/15/2023,4769.49,Entertainment,Entertainment expense
5/13/2023,2248.12,Education,Education expense
10/24/2024,4988.75,Education,Education expense
11/25/2023,2094.45,Food,Food expense
6/23/2025,3935.6,Education,Education expense
11/15/2024,3283.43,Utilities,Utilities expense
8/29/2025,2896.51,Shopping,Shopping expense
12/5/2023,164.76,Entertainment,Entertainment expense
2/22/2025,1183.76,Transport,Transport expense
9/15/2023,2163.64,Transport,Transport expense
11/22/2023,1038.66,Education,Education expense
5/9/2025,1542.52,Transport,Transport expense
7/12/2024,2238.79,Entertainment,Entertainment expense
8/28/2023,2743.09,Shopping,Shopping expense
12/18/2024,2102.68,Transport,Transport expense
10/11/2024,1927.69,Transport,Transport expense
2/7/2023,4182.97,Utilities,Utilities expense
1/16/2024,1273.48,Utilities,Utilities expense
4/11/2025,2120.84,Transport,Transport expense
5/10/2023,918.91,Education,Education expense
5/17/2024,1949.59,Health,Health expense
11/11/2024,617.66,Food,Food expense
6/12/2025,3807.26,Education,Education expense
4/20/2025,4997.93,Transport,Transport expense
2/15/2025,572.93,Education,Education expense
5/16/2025,3029.74,Education,Education expense
9/27/2025,1188.59,Transport,Transport expense
3/26/2025,2795.23,Shopping,Shopping expense
5/10/2025,907.73,Food,Food expense
4/1/2023,2425.61,Health,Health expense
1/25/2024,1250.06,Entertainment,Entertainment expense
9/29/2023,2859.08,Entertainment,Entertainment expense
12/26/2025,2302.05,Entertainment,Entertainment expense
11/24/2024,4339.02,Health,Health expense
8/13/2023,929.54,Shopping,Shopping expense
10/26/2023,1249.41,Food,Food expense
8/18/2024,3267.31,Food,Food expense
4/28/2025,3446.17,Education,Education expense
3/4/2023,401.16,Health,Health expense
7/30/2024,1454.58,Education,Education expense
7/6/2024,1813.97,Health,Health expense
8/15/2023,1003.06,Entertainment,Entertainment expense
2/2/2024,3257.0,Entertainment,Entertainment expense
8/13/2023,4180.43,Health,Health expense
5/20/2025,488.87,Food,Food expense
2/12/2025,795.93,Entertainment,Entertainment expense
8/29/2023,347.09,Utilities,Utilities expense
7/28/2023,1383.11,Health,Health expense
10/28/2024,850.71,Transport,Transport expense
2/26/2024,2565.69,Transport,Transport expense
9/22/2024,2247.28,Utilities,Utilities expense
2/11/2023,4408.38,Health,Health expense
2/8/2025,4777.51,Utilities,Utilities expense
9/17/2025,1903.89,Shopping,Shopping expense
7/7/2024,1546.98,Food,Food expense
3/31/2023,177.42,Entertainment,Entertainment expense
8/10/2025,4827.28,Education,Education expense
2/13/2023,4759.5,Health,Health expense
12/28/2025,2422.8,Transport,Transport expense
4/12/2025,3163.36,Food,Food expense
7/29/2025,830.22,Transport,Transport expense
5/8/2023,3403.6,Transport,Transport expense
4/21/2025,1046.24,Shopping,Shopping expense
8/30/2023,483.73,Health,Health expense
5/13/2023,793.23,Shopping,Shopping expense
5/23/2025,2629.2,Transport,Transport expense
8/8/2025,1437.06,Shopping,Shopping expense
8/22/2023,1175.86,Utilities,Utilities expense
2/18/2023,1734.31,Shopping,Shopping expense
4/19/2025,3966.0,Shopping,Shopping expense
3/3/2023,3594.62,Transport,Transport expense
10/5/2025,3519.44,Utilities,Utilities expense
1/23/2025,2258.44,Education,Education expense
11/12/2024,3648.33,Food,Food expense
3/18/2023,1434.09,Education,Education expense
1/9/2024,3220.56,Transport,Transport expense
12/29/2023,4350.0,Shopping,Shopping expense
7/10/2023,746.06,Education,Education expense
12/14/2024,4318.44,Transport,Transport expense
7/9/2025,1426.05,Education,Education expense
3/7/2025,2521.2,Food,Food expense
11/17/2024,4715.45,Food,Food expense
6/20/2023,735.8,Entertainment,Entertainment expense
3/4/2023,2589.7,Utilities,Utilities expense
3/24/2024,771.39,Entertainment,Entertainment expense
6/7/2024,689.17,Entertainment,Entertainment expense
11/24/2023,509.99,Transport,Transport expense
8/9/2024,1130.39,Food,Food expense
9/14/2025,4879.24,Transport,Transport expense
9/4/2024,1907.62,Education,Education expense
2/17/2025,2751.51,Food,Food expense
8/24/2024,4219.77,Shopping,Shopping expense
3/8/2023,4217.66,Entertainment,Entertainment expense
8/31/2023,1108.72,Utilities,Utilities expense
1/4/2024,324.02,Utilities,Utilities expense
4/5/2024,1888.53,Utilities,Utilities expense
10/7/2023,3132.3,Shopping,Shopping expense
5/6/2023,1642.81,Entertainment,Entertainment expense
5/17/2023,4675.65,Health,Health expense
3/19/2023,2232.76,Entertainment,Entertainment expense
7/26/2025,2903.81,Utilities,Utilities expense
7/6/2025,1733.34,Utilities,Utilities expense
2/6/2025,1574.75,Shopping,Shopping expense
11/29/2025,1365.18,Education,Education expense
12/13/2023,4080.08,Transport,Transport expense
2/28/2023,4756.39,Food,Food expense
10/10/2025,638.19,Utilities,Utilities expense
8/29/2023,1394.36,Transport,Transport expense
6/24/2025,449.93,Entertainment,Entertainment expense
5/30/2024,4334.97,Utilities,Utilities expense
7/7/2024,2155.25,Health,Health expense
1/27/2025,2530.24,Shopping,Shopping expense
7/17/2024,652.93,Entertainment,Entertainment expense
3/10/2025,4384.2,Education,Education expense
1/15/2024,507.03,Transport,Transport expense
9/25/2025,810.91,Entertainment,Entertainment expense
12/28/2024,4792.91,Health,Health expense
1/12/2023,4201.56,Shopping,Shopping expense
1/7/2024,546.73,Education,Education expense
5/6/2025,445.56,Transport,Transport expense
10/30/2023,310.04,Health,Health expense
4/8/2023,1431.1,Shopping,Shopping expense
4/29/2023,3082.37,Utilities,Utilities expense
2/10/2025,671.6,Transport,Transport expense
2/2/2024,737.41,Entertainment,Entertainment expense
7/2/2025,1782.24,Education,Education expense
10/18/2024,3911.38,Transport,Transport expense
11/19/2024,1617.6,Health,Health expense
8/30/2025,4162.25,Food,Food expense
3/1/2024,3993.25,Education,Education expense
8/14/2023,1908.82,Transport,Transport expense
8/10/2025,316.71,Health,Health expense
9/1/2025,1929.1,Education,Education expense
8/31/2023,2465.05,Transport,Transport expense
5/30/2025,2003.55,Entertainment,Entertainment expense
12/3/2025,3341.11,Entertainment,Entertainment expense
8/18/2025,2214.91,Food,Food expense
3/29/2025,983.85,Food,Food expense
4/23/2023,654.52,Education,Education expense
5/28/2025,2617.81,Transport,Transport expense
4/25/2024,4144.06,Transport,Transport expense
12/18/2023,3031.65,Education,Education expense
7/19/2024,532.11,Transport,Transport expense
3/4/2025,4535.55,Entertainment,Entertainment expense
7/26/2024,56.22,Health,Health expense
3/6/2025,1866.21,Health,Health expense
6/20/2024,1196.32,Food,Food expense
5/18/2024,1683.22,Shopping,Shopping expense
1/16/2023,3600.51,Utilities,Utilities expense
9/28/2024,4187.84,Food,Food expense
3/17/2023,997.57,Education,Education expense
7/2/2025,1886.44,Education,Education expense
10/14/2024,4774.93,Shopping,Shopping expense
7/10/2025,145.04,Food,Food expense
5/3/2023,685.94,Utilities,Utilities expense
11/15/2025,2663.92,Health,Health expense
7/6/2023,3936.96,Health,Health expense
11/15/2025,4085.06,Food,Food expense
10/15/2025,4102.4,Shopping,Shopping expense
6/24/2024,512.0,Health,Health expense
11/9/2025,3319.64,Education,Education expense
12/29/2024,289.61,Transport,Transport expense
7/11/2023,1570.34,Entertainment,Entertainment expense
3/17/2024,3512.02,Shopping,Shopping expense
8/27/2024,1914.61,Food,Food expense
10/2/2025,4184.9,Transport,Transport expense
7/28/2025,2946.13,Food,Food expense
9/1/2025,4871.92,Shopping,Shopping expense
5/9/2025,1738.94,Transport,Transport expense
6/3/2024,4426.07,Transport,Transport expense
2/12/2025,135.53,Entertainment,Entertainment expense
10/4/2024,283.03,Education,Education expense
3/14/2024,3386.3,Entertainment,Entertainment expense
6/20/2024,367.67,Food,Food expense
4/20/2023,3142.44,Shopping,Shopping expense
7/5/2025,815.54,Food,Food expense
4/21/2023,530.76,Utilities,Utilities expense
9/25/2023,3396.32,Entertainment,Entertainment expense
11/29/2023,4733.52,Food,Food expense
2/5/2025,773.92,Food,Food expense
1/25/2023,1239.58,Food,Food expense
3/16/2025,4578.03,Health,Health expense
8/14/2024,864.79,Education,Education expense
11/21/2024,757.19,Entertainment,Entertainment expense
12/20/2024,3228.2,Education,Education expense
6/14/2023,2955.06,Education,Education expense
2/15/2025,4657.93,Utilities,Utilities expense
7/21/2023,4260.21,Transport,Transport expense
6/23/2025,403.67,Utilities,Utilities expense
5/21/2024,2910.9,Shopping,Shopping expense
7/22/2024,1198.4,Food,Food expense
3/25/2025,750.03,Entertainment,Entertainment expense
2/22/2023,2641.51,Utilities,Utilities expense
7/10/2024,2603.83,Shopping,Shopping expense
3/13/2023,3539.69,Utilities,Utilities expense
1/24/2025,4530.5,Utilities,Utilities expense
5/7/2024,4974.4,Food,Food expense
10/9/2024,733.89,Transport,Transport expense
8/26/2024,2935.81,Entertainment,Entertainment expense
3/23/2024,4680.29,Food,Food expense
12/30/2024,4586.34,Transport,Transport expense
11/9/2025,3298.84,Utilities,Utilities expense
10/28/2025,1619.71,Entertainment,Entertainment expense
2/20/2024,1191.35,Education,Education expense
11/14/2023,3384.53,Education,Education expense
11/25/2025,1739.31,Education,Education expense
5/3/2025,3719.0,Utilities,Utilities expense
5/6/2024,4581.96,Entertainment,Entertainment expense
8/14/2025,2953.63,Health,Health expense
10/29/2025,1066.78,Utilities,Utilities expense
4/2/2025,4370.3,Shopping,Shopping expense
7/22/2023,2022.58,Education,Education expense
7/24/2024,3040.1,Transport,Transport expense
2/23/2023,1221.79,Utilities,Utilities expense
4/8/2024,1852.97,Utilities,Utilities expense
2/2/2025,1128.93,Utilities,Utilities expense
7/11/2025,161.49,Transport,Transport expense
12/16/2023,1082.16,Food,Food expense
1/9/2023,553.09,Shopping,Shopping expense
7/6/2023,924.5,Entertainment,Entertainment expense
2/16/2023,1414.66,Transport,Transport expense
12/15/2023,1869.23,Health,Health expense
8/25/2024,4716.08,Transport,Transport expense
1/9/2023,3823.32,Health,Health expense
5/7/2023,3206.05,Food,Food expense
11/2/2025,208.28,Shopping,Shopping expense
1/22/2024,444.42,Entertainment,Entertainment expense
3/17/2025,2657.75,Food,Food expense
10/10/2025,4740.93,Education,Education expense
11/1/2025,1884.18,Transport,Transport expense
10/12/2023,4977.47,Transport,Transport expense
4/1/2023,283.87,Education,Education expense
2/28/2024,819.14,Entertainment,Entertainment expense
5/26/2024,2729.7,Transport,Transport expense
4/8/2024,2893.98,Entertainment,Entertainment expense
8/26/2024,4759.95,Food,Food expense
9/17/2024,1765.97,Transport,Transport expense
9/18/2025,390.74,Food,Food expense
1/17/2024,1776.26,Transport,Transport expense
10/29/2025,4050.89,Entertainment,Entertainment expense
6/7/2024,4815.07,Utilities,Utilities expense
11/26/2023,1343.18,Health,Health expense
6/20/2025,2835.46,Entertainment,Entertainment expense
2/4/2025,1784.54,Food,Food expense
4/1/2023,620.0,Entertainment,Entertainment expense
10/17/2024,1628.56,Shopping,Shopping expense
